NAME,DATE,Assets,Liabilities,Equity,Paidup Capital,Revenue,Net Profit,EPS (Baht),ROA(%),ROE(%),Net Profit Margin(%),Last Price(Baht),Market Cap.,P/E,P/BV,Book Value per share (Baht),Dvd. Yield(%),Industry,Sector
BPP,30/09/2019,48807.67,8991.84,39078.55,30510.22,10075.22,2968.93,0.97,6.96,7.47,29.47,17.70,54003.08,14.01,1.37,12.96,3.39,Resources,Energy & Utilities
BPP,30/09/2020,52907.38,11189.86,40851.04,30510.22,7345.58,2501.22,0.82,5.46,5.30,34.05,15.10,46070.43,21.58,1.13,13.40,4.31,Resources,Energy & Utilities
BTS,30/09/2017,93651.27,48469.19,42147.08,47739.82,10405.77,2003.48,0.17,4.46,4.57,19.25,8.30,99105.06,50.04,2.38,3.48,4.10,Services,Transportation & Logistics
BTS,30/09/2018,106057.57,59702.48,40605.32,47761.48,17448.04,4415.71,0.37,6.56,10.67,25.31,9.55,113122.10,25.62,2.87,3.33,3.66,Services,Transportation & Logistics
BTS,30/09/2019,144314.85,92164.46,38746.62,47381.48,49846.60,2872.95,0.24,4.86,7.24,5.76,13.20,173636.46,43.55,3.44,4.02,2.97,Services,Transportation & Logistics
BTS,30/09/2020,173100.48,105854.89,54923.01,52617.18,44414.44,8161.75,0.65,7.28,17.43,18.38,9.30,122397.20,17.00,2.40,3.88,5.16,Services,Transportation & Logistics
CBG,30/09/2017,12519.92,5514.61,7113.78,1000.00,13067.77,1245.81,1.25,9.95,17.81,9.53,80.75,80750.00,61.27,11.68,6.91,1.24,Agro & Food Industry,Food & Beverage
CBG,30/09/2018,14319.92,6955.21,7176.83,1000.00,14597.43,1158.57,1.16,10.70,16.21,7.94,30.75,30750.00,35.96,4.62,6.66,2.76,Agro & Food Industry,Food & Beverage
CBG,30/09/2019,14780.04,6061.67,8565.81,1000.00,15051.82,2506.46,2.51,21.75,31.84,16.65,84.00,84000.00,37.90,10.81,7.77,0.95,Agro & Food Industry,Food & Beverage
CBG,30/09/2020,16063.30,6765.52,9090.42,1000.00,13103.57,2651.89,2.65,27.88,40.98,20.24,114.50,114500.00,33.14,12.60,9.09,1.48,Agro & Food Industry,Food & Beverage
CENTEL,30/09/2017,25037.31,12978.94,11540.85,1350.00,20345.34,1991.39,1.48,11.02,18.15,9.79,58.25,78637.50,40.00,7.07,8.24,0.94,Services,Tourism & Leisure
CENTEL,30/09/2018,26447.45,13027.77,12902.15,1350.00,21803.54,2177.61,1.61,11.33,17.82,9.99,40.00,54000.00,25.26,4.35,9.21,1.50,Services,Tourism & Leisure
CENTEL,30/09/2019,27589.60,13445.98,13670.32,1350.00,21320.45,1744.24,1.29,8.53,13.13,8.18,25.00,33750.00,19.24,2.55,9.79,2.60,Services,Tourism & Leisure
CENTEL,30/09/2020,36623.58,24901.92,11384.83,1350.00,10021.40,1408.03,1.04,1.57,7.62,14.05,23.70,31995.00,,2.81,8.43,,Services,Tourism & Leisure
CHG,30/09/2017,4951.18,1478.48,3299.84,1100.00,3896.42,565.44,0.05,15.05,17.59,14.51,2.10,23100.00,40.44,6.99,0.30,1.71,Services,Health Care Services
CHG,30/09/2018,5708.18,1964.75,3562.97,1100.00,4430.84,633.88,0.06,14.80,18.47,14.31,1.92,21120.00,32.60,6.09,0.32,1.88,Services,Health Care Services
CHG,30/09/2019,6265.69,2370.25,3702.47,1100.00,5190.87,705.24,0.06,14.85,19.41,13.59,2.58,28380.00,41.58,7.92,0.33,1.94,Services,Health Care Services
CHG,30/09/2020,6398.52,2457.99,3770.88,1100.00,3939.84,623.02,0.06,15.19,20.59,15.81,2.46,27060.00,35.73,7.18,0.34,2.03,Services,Health Care Services
CK,30/09/2017,79274.46,55401.38,23486.22,1693.90,38553.61,1810.01,1.07,3.83,8.05,4.69,26.50,44888.27,23.17,2.03,13.06,1.89,Property & Construction,Construction Services
CK,30/09/2018,83500.54,57671.82,25421.01,1693.90,31175.57,2494.31,1.47,4.76,10.20,8.00,25.00,42347.42,18.09,1.68,14.84,2.00,Property & Construction,Construction Services
CK,30/09/2019,82585.59,54773.07,27392.67,1693.90,26602.76,1777.78,1.05,3.79,6.73,6.68,19.00,32184.04,17.03,1.18,16.09,2.63,Property & Construction,Construction Services
CK,30/09/2020,84786.54,57798.26,26559.11,1693.90,15201.18,724.63,0.43,2.66,3.65,4.77,16.60,28118.69,28.06,1.04,16.02,2.46,Property & Construction,Construction Services
CKP,30/09/2017,60461.60,29803.08,17748.41,7370.00,6960.99,158.77,0.02,2.66,0.89,2.28,4.04,29774.80,,1.69,2.39,1.49,Resources,Energy & Utilities
CKP,30/09/2018,62503.10,30981.10,18333.43,7370.00,9156.78,599.07,0.08,4.08,3.32,6.54,4.96,36555.20,72.47,2.00,2.48,0.45,Resources,Energy & Utilities
CKP,30/09/2019,64190.93,28644.23,23548.68,8129.38,9275.61,768.90,0.10,3.56,3.67,8.29,4.96,40321.73,106.66,1.75,2.89,0.51,Resources,Energy & Utilities
CKP,30/09/2020,64079.79,29286.24,23304.57,8129.38,5770.42,396.92,0.05,3.02,3.93,6.88,4.46,36257.05,39.87,1.56,2.87,0.67,Resources,Energy & Utilities
COM7,30/09/2017,7177.53,4879.62,2297.43,300.00,22584.29,608.77,0.51,13.37,28.41,2.70,16.30,19560.00,36.04,9.38,1.74,1.53,Services,Commerce
COM7,30/09/2018,7588.62,4812.09,2770.81,300.00,27982.24,891.06,0.74,15.50,35.16,3.18,15.50,18600.00,22.17,7.42,2.09,2.26,Services,Commerce
COM7,30/09/2019,9159.67,5783.52,3373.79,300.00,33428.77,1216.32,1.01,18.59,39.59,3.64,26.50,31800.00,29.02,10.60,2.50,1.89,Services,Commerce
COM7,30/09/2020,9830.01,6525.83,3303.50,300.00,24978.46,934.68,0.78,19.76,41.88,3.74,39.00,46800.00,35.46,14.17,2.75,2.05,Services,Commerce
CPALL,30/09/2017,360298.57,280069.79,75332.92,8983.10,489403.25,19907.71,2.14,8.84,30.50,4.07,77.00,691698.80,37.02,9.87,7.81,1.30,Services,Commerce
CPALL,30/09/2018,373741.62,273922.93,84830.80,8983.10,527859.75,20929.65,2.22,8.81,26.14,3.97,68.75,617588.22,29.55,7.76,8.86,1.60,Services,Commerce
CPALL,30/09/2019,375617.45,267249.66,93738.86,8983.10,571110.06,22343.08,2.38,8.94,25.02,3.91,72.25,649029.07,29.87,7.35,9.83,1.66,Services,Commerce
CPALL,30/09/2020,443649.92,335884.90,93047.14,8983.10,409380.88,12529.84,1.31,7.37,20.62,3.06,58.25,523265.65,27.99,5.62,10.36,2.15,Services,Commerce
CPF,30/09/2017,593496.95,366855.09,168015.20,8611.24,523179.98,15259.32,1.91,5.09,10.12,2.92,24.00,206669.82,14.09,1.22,19.72,3.56,Agro & Food Industry,Food & Beverage
CPF,30/09/2018,628090.85,409432.60,165533.16,8611.24,567820.21,15531.47,1.82,6.44,9.31,2.74,24.60,211836.56,13.09,1.26,19.55,3.05,Agro & Food Industry,Food & Beverage
CPF,30/09/2019,634050.56,415178.16,168275.26,8611.24,553768.42,18455.81,2.18,6.87,11.06,3.33,27.50,236809.17,14.69,1.39,19.73,2.36,Agro & Food Industry,Food & Beverage
CPF,30/09/2020,773996.88,525232.90,188807.11,8611.24,451032.36,19613.86,2.35,8.71,13.28,4.35,26.75,230350.73,9.53,1.17,22.79,2.68,Agro & Food Industry,Food & Beverage
CPN,30/09/2017,120573.59,56693.80,61801.02,2244.00,35455.99,13567.64,3.02,14.06,23.84,38.27,85.25,382602.00,28.42,6.42,13.27,0.97,Property & Construction,Property Development
CPN,30/09/2018,161707.83,87532.09,65726.02,2244.00,37662.63,11215.65,2.50,9.82,17.59,29.78,74.75,335478.00,30.47,5.24,14.26,1.87,Property & Construction,Property Development
CPN,30/09/2019,169933.03,89470.77,72128.41,2244.00,39930.14,11738.40,2.62,9.02,17.03,29.40,62.25,279378.00,26.36,4.08,15.25,1.77,Property & Construction,Property Development
CPN,30/09/2020,221757.70,147125.86,66342.61,2244.00,25450.18,7539.65,1.68,7.74,16.63,29.63,47.75,214302.00,19.04,3.22,14.84,1.68,Property & Construction,Property Development
DELTA,30/09/2017,46154.16,13680.44,32458.68,1247.38,50330.16,4930.98,3.95,14.02,15.33,9.80,73.25,91370.70,17.80,2.92,25.10,4.10,Technology,Electronic Components
DELTA,30/09/2018,48200.69,14259.77,33936.50,1247.38,53937.24,5137.03,4.12,11.33,15.47,9.52,69.50,86693.02,15.88,2.61,26.59,3.17,Technology,Electronic Components
DELTA,30/09/2019,45958.29,12951.94,33010.22,1247.38,51896.67,2959.96,2.37,6.31,8.84,5.70,53.50,66734.92,18.62,2.03,26.41,4.30,Technology,Electronic Components
DELTA,30/09/2020,55776.18,18887.02,36893.14,1247.38,45525.28,5520.09,4.43,11.62,16.90,12.13,486.00,606227.46,102.70,16.43,29.58,0.37,Technology,Electronic Components
DOHOME,30/09/2020,20401.69,13527.77,6873.92,2165.52,14041.66,511.28,0.24,5.50,10.06,3.64,17.40,30317.25,45.68,4.41,3.17,0.11,Services,Commerce
DOHOME,30/09/2020,20401.69,13527.77,6873.92,2165.52,14041.66,511.28,0.24,5.50,10.06,3.64,17.40,30317.25,45.68,4.41,3.17,0.11,Services,Commerce
DTAC,30/09/2017,114500.59,85265.67,29234.30,4735.62,78740.56,2114.97,0.89,3.38,7.50,2.69,49.00,116022.74,72.39,4.04,12.13,0.86,Technology,Information & Communication Technology
DTAC,30/09/2018,150957.66,129027.98,21929.06,4735.62,75552.31,4368.69,1.85,3.35,17.08,5.78,43.25,102407.83,91.87,3.81,11.34,0.55,Technology,Information & Communication Technology
DTAC,30/09/2019,167338.82,142372.40,24966.41,4735.62,81228.20,5421.89,2.29,6.07,23.12,6.67,53.25,126085.94,,5.17,10.30,1.90,Technology,Information & Communication Technology
DTAC,30/09/2020,174280.39,149964.96,24315.42,4735.62,79213.22,5107.12,2.16,5.16,20.73,6.45,33.25,78729.72,14.78,3.27,10.16,8.63,Technology,Information & Communication Technology
EA,30/09/2017,44530.42,29786.80,14667.60,373.00,11734.36,3817.45,1.02,11.53,29.31,32.53,52.50,195825.00,52.19,14.22,3.69,0.29,Resources,Energy & Utilities
EA,30/09/2018,59207.59,39689.97,18138.66,373.00,12656.30,4975.21,1.33,11.91,30.33,39.31,42.50,158525.00,31.07,9.01,4.72,0.47,Resources,Energy & Utilities
EA,30/09/2019,70219.69,45353.23,23364.51,373.00,14954.54,6081.62,1.63,11.44,29.31,40.67,43.75,163187.50,31.99,7.63,5.74,0.57,Resources,Energy & Utilities
EA,30/09/2020,77249.46,48782.04,26639.87,373.00,12819.52,3720.48,1.00,9.72,22.77,29.02,49.25,183702.50,33.58,6.90,7.14,0.61,Resources,Energy & Utilities
EGCO,30/09/2017,200332.54,113476.07,86238.33,5264.65,38058.71,11818.28,22.45,6.15,14.05,31.05,216.00,113716.44,10.48,1.32,163.18,3.01,Resources,Energy & Utilities
EGCO,30/09/2018,206427.81,105577.46,100239.38,5264.65,58235.16,21072.88,40.03,12.82,22.60,36.19,248.00,130563.32,5.54,1.29,191.52,2.82,Resources,Energy & Utilities
EGCO,30/09/2019,208522.60,103416.20,104490.41,5264.65,47460.00,13059.24,24.81,7.34,12.76,27.52,328.00,172680.52,17.55,1.68,195.60,2.90,Resources,Energy & Utilities
EGCO,30/09/2020,218273.80,115858.48,101829.42,5264.65,34273.54,6929.11,13.16,7.55,9.25,20.22,192.50,101344.51,10.70,1.00,193.42,3.38,Resources,Energy & Utilities
EPG,30/09/2017,12785.32,2861.02,9910.75,2800.00,9578.70,1380.98,0.49,11.81,14.45,14.42,11.30,31640.00,26.81,3.15,3.59,2.21,Property & Construction,Construction Materials
EPG,30/09/2018,13139.08,3016.45,10098.55,2800.00,9908.89,990.96,0.35,8.11,9.91,10.00,6.85,19180.00,19.55,1.88,3.65,3.65,Property & Construction,Construction Materials
EPG,30/09/2019,13393.19,3077.92,10292.55,2800.00,10797.40,904.32,0.32,7.50,8.87,8.38,6.25,17500.00,19.87,1.70,3.68,3.52,Property & Construction,Construction Materials
EPG,30/09/2020,14032.19,3457.96,10555.13,2800.00,10399.75,1002.80,0.36,8.01,9.62,9.64,7.10,19880.00,23.57,1.91,3.71,3.10,Property & Construction,Construction Materials
ESSO,30/09/2017,59019.51,30837.30,28174.78,17075.18,179209.51,7287.62,2.11,15.89,29.79,4.07,17.60,60911.10,9.00,2.39,7.37,,Resources,Energy & Utilities
ESSO,30/09/2018,61749.98,35917.88,25824.66,17075.18,201247.67,2225.16,0.64,4.79,8.24,1.11,10.20,35300.75,4.48,1.24,8.23,9.80,Resources,Energy & Utilities
ESSO,30/09/2019,66242.63,44124.70,22110.50,17075.18,169810.06,3065.70,0.89,5.69,12.79,1.81,8.65,29936.42,,1.23,7.02,3.47,Resources,Energy & Utilities
ESSO,30/09/2020,59302.36,45870.73,13424.20,17075.18,94470.21,8344.30,2.41,21.57,54.16,8.83,7.40,25610.35,,1.91,3.88,,Resources,Energy & Utilities
GFPT,30/09/2017,17365.56,5204.58,12030.09,1253.82,17518.73,1748.35,1.39,12.24,15.41,9.98,14.10,17678.88,9.23,1.51,9.34,2.13,Agro & Food Industry,Agribusiness
GFPT,30/09/2018,18129.66,5403.47,12602.56,1253.82,17015.00,1037.97,0.83,7.77,8.43,6.10,12.00,15045.85,13.44,1.22,9.86,2.50,Agro & Food Industry,Agribusiness
GFPT,30/09/2019,18820.10,5205.05,13484.92,1253.82,17395.62,1195.45,0.95,8.34,9.16,6.87,12.30,15422.00,12.98,1.17,10.56,2.03,Agro & Food Industry,Agribusiness
GFPT,30/09/2020,19966.10,5718.72,14121.38,1253.82,11132.82,889.68,0.71,7.62,8.34,7.99,14.20,17804.26,15.62,1.26,11.26,1.41,Agro & Food Industry,Agribusiness
GLOBAL,30/09/2017,28229.56,14849.46,13349.82,3841.41,21552.18,1608.57,0.42,7.64,10.87,7.46,17.00,65304.04,40.76,5.02,3.38,0.93,Services,Commerce
GLOBAL,30/09/2018,31016.98,16130.62,14672.43,4001.47,26262.41,2003.04,0.50,9.16,14.30,7.63,19.50,78028.66,40.37,5.48,3.56,0.91,Services,Commerce
GLOBAL,30/09/2019,35986.39,19855.47,15912.14,4201.54,29182.28,2093.47,0.50,8.58,13.69,7.17,16.20,68064.96,35.47,4.44,3.65,1.21,Services,Commerce
GLOBAL,30/09/2020,35813.83,18948.22,16623.65,4401.61,20625.55,1578.37,0.36,8.57,13.59,7.65,17.00,74827.37,34.45,4.50,3.78,1.15,Services,Commerce
GPSC,30/09/2017,59968.43,19594.50,38546.88,14983.01,21289.96,3174.58,2.12,6.71,8.39,14.91,72.00,107877.66,37.57,2.85,25.26,1.60,Resources,Energy & Utilities
GPSC,30/09/2018,64439.02,22089.95,39991.97,14983.01,25895.56,3359.19,2.24,7.47,8.55,12.97,58.50,87650.60,24.38,2.22,26.39,2.14,Resources,Energy & Utilities
GPSC,30/09/2019,252016.62,141840.91,100893.03,28197.29,68635.26,4060.80,2.25,7.20,5.76,5.92,85.75,241791.79,71.07,8.64,18.69,0.77,Resources,Energy & Utilities
GPSC,30/09/2020,254857.19,144757.36,101165.34,28197.29,54830.62,6050.25,2.15,5.23,11.14,11.03,73.75,207955.04,28.90,2.06,35.88,1.44,Resources,Energy & Utilities
GULF,,100651.94,61303.69,34564.81,10666.50,9523.94,3451.42,3.18,6.58,18.71,36.24,65.00,138664.50,59.53,,,,Resources,Energy & Utilities
GULF,30/09/2018,123668.66,78880.41,36536.94,10666.50,20229.23,3028.13,1.42,5.40,8.52,14.97,81.50,173863.95,50.30,4.80,16.96,0.49,Resources,Energy & Utilities
GULF,30/09/2019,134277.54,85237.60,38427.11,10666.50,34552.28,4886.56,2.29,7.79,13.04,14.14,166.00,354127.80,78.09,9.37,17.71,0.72,Resources,Energy & Utilities
GULF,30/09/2020,221981.77,156276.55,58443.98,11733.15,25523.24,2437.94,0.23,4.66,6.95,9.55,34.25,401860.39,120.22,6.88,4.98,0.69,Resources,Energy & Utilities
GUNKUL,30/09/2017,30377.02,20574.36,9204.55,1854.66,5124.55,635.36,0.09,4.82,6.94,12.40,3.96,29377.74,49.12,3.20,1.24,0.87,Resources,Energy & Utilities
GUNKUL,30/09/2018,35624.75,26124.70,8910.51,1854.66,6730.29,1090.24,0.15,6.31,12.04,16.20,2.80,20772.14,22.34,2.42,1.15,1.63,Resources,Energy & Utilities
GUNKUL,30/09/2019,39041.54,27708.63,10712.21,2220.63,7463.91,2147.33,0.24,8.50,21.89,28.77,2.98,26469.94,13.25,2.54,1.17,0.28,Resources,Energy & Utilities
GUNKUL,30/09/2020,41658.48,30689.51,10871.19,2220.63,7009.40,1719.58,0.20,8.06,21.23,24.53,2.52,22383.98,9.85,2.04,1.24,5.40,Resources,Energy & Utilities
HANA,30/09/2017,24403.10,3713.22,20689.88,804.88,22583.22,2887.73,3.59,12.53,14.21,12.79,44.50,35817.11,12.36,1.71,25.95,4.49,Technology,Electronic Components
HANA,30/09/2018,25368.31,4285.18,21083.13,804.88,22852.85,2375.22,2.95,10.14,11.37,10.39,33.00,26561.00,11.29,1.25,26.41,6.06,Technology,Electronic Components
HANA,30/09/2019,24426.18,3880.57,20545.62,804.88,21250.27,1804.58,2.24,7.74,8.67,8.49,34.50,27768.32,14.67,1.33,25.95,5.80,Technology,Electronic Components
HANA,30/09/2020,25536.04,3624.58,21911.46,804.88,14412.22,1206.06,1.50,7.69,8.25,8.37,39.75,31993.93,18.13,1.46,27.22,3.27,Technology,Electronic Components
HMPRO,30/09/2017,50949.35,32314.55,18634.79,13151.20,64234.49,4886.39,0.37,12.53,27.05,7.61,12.80,168335.33,35.97,9.84,1.30,2.11,Services,Commerce
HMPRO,30/09/2018,54811.35,34897.26,19914.09,13151.20,66049.91,5612.62,0.43,13.85,29.12,8.50,15.20,199898.21,36.66,10.97,1.39,2.04,Services,Commerce
HMPRO,30/09/2019,52048.96,30910.88,21138.08,13151.20,67423.88,6176.59,0.47,14.99,30.09,9.16,16.00,210419.17,34.41,10.80,1.48,2.19,Services,Commerce
HMPRO,30/09/2020,54734.63,34717.60,20017.03,13151.20,45740.09,3609.72,0.27,13.27,27.13,7.89,13.70,180171.41,33.63,9.00,1.52,2.77,Services,Commerce
INTUCH,30/09/2017,50959.61,13633.10,28915.14,3206.42,22543.43,10673.18,3.33,17.68,38.07,47.34,56.25,180361.14,15.71,6.72,8.37,8.18,Technology,Information & Communication Technology
INTUCH,30/09/2018,50009.18,12067.86,30768.30,3206.42,20404.50,11490.68,3.58,23.25,38.51,56.31,47.75,153106.57,13.43,5.29,9.02,8.65,Technology,Information & Communication Technology
INTUCH,30/09/2019,49534.54,9085.50,34525.17,3206.42,17682.31,11083.01,3.46,20.93,33.95,62.68,57.25,183567.56,16.63,5.66,10.12,4.73,Technology,Information & Communication Technology
INTUCH,30/09/2020,50564.65,8839.46,35461.91,3206.51,12082.51,8381.97,2.61,19.66,30.25,69.37,56.25,180366.16,17.56,5.09,11.06,4.71,Technology,Information & Communication Technology
IRPC,30/09/2017,184543.83,96893.83,87512.69,20434.42,216845.73,11354.48,0.56,8.75,13.48,5.24,7.05,144062.66,16.88,1.73,4.08,3.26,Resources,Energy & Utilities
IRPC,30/09/2018,182445.66,95066.03,87286.11,20434.42,282750.80,7734.99,0.38,5.93,8.85,2.74,5.75,117497.91,8.47,1.32,4.36,5.04,Resources,Energy & Utilities
IRPC,30/09/2019,177850.39,94448.28,83255.73,20434.42,243632.50,1174.04,0.06,0.00,1.38,0.48,3.68,75198.66,,0.89,4.15,5.16,Resources,Energy & Utilities
IRPC,30/09/2020,173490.55,97824.63,75526.40,20434.42,176337.87,6151.70,0.30,3.29,7.75,3.49,3.72,76016.04,,1.03,3.63,2.69,Resources,Energy & Utilities
IVL,30/09/2017,282358.37,163371.68,117061.65,5245.41,291267.66,20882.86,3.98,8.71,20.26,7.17,53.25,279318.16,20.18,2.57,20.71,1.14,Industrials,Petrochemicals & Chemicals
IVL,30/09/2018,379194.83,227339.48,144837.79,5614.55,352471.25,26465.40,4.61,10.39,20.21,7.51,54.25,304589.44,8.93,2.11,25.68,1.74,Industrials,Petrochemicals & Chemicals
IVL,30/09/2019,380567.91,242400.62,129711.92,5614.55,355864.78,5252.11,0.76,3.03,3.83,1.48,35.00,196509.32,21.54,1.45,24.07,3.99,Industrials,Petrochemicals & Chemicals
IVL,30/09/2020,461708.69,323168.44,129126.14,5614.55,252463.77,1104.31,0.10,1.70,0.31,0.44,37.00,207738.42,,1.61,23.00,3.31,Industrials,Petrochemicals & Chemicals
JAS,30/09/2017,50548.59,35919.90,13584.39,3335.31,18288.48,2693.39,0.42,8.01,22.61,14.73,7.10,47361.44,17.52,4.41,1.66,7.06,Technology,Information & Communication Technology
JAS,30/09/2018,52890.31,34514.19,17330.29,3992.48,22143.57,4912.59,0.63,11.95,31.78,22.19,4.46,35612.97,6.24,2.13,2.11,10.62,Technology,Information & Communication Technology
JAS,30/09/2019,69873.68,48689.51,20152.12,4082.67,34839.05,7264.61,0.90,28.37,38.76,20.85,5.00,40826.75,12.58,2.21,2.26,11.24,Technology,Information & Communication Technology
JAS,30/09/2020,102577.13,94983.04,6551.27,4296.41,15231.95,2198.65,0.26,18.91,15.55,14.43,3.18,27325.16,14.06,4.17,0.76,54.00,Technology,Information & Communication Technology
JMART,30/09/2017,16443.61,11780.06,3233.98,734.25,13236.85,490.16,0.67,7.41,15.89,3.70,18.00,13216.49,24.81,4.17,4.32,0.18,Technology,Information & Communication Technology
JMART,30/09/2018,19443.98,14739.51,2845.72,734.25,12895.37,277.06,0.38,2.24,9.11,2.15,4.74,3480.35,,1.19,3.97,10.55,Technology,Information & Communication Technology
JMART,30/09/2019,20372.77,15140.34,3385.47,906.61,11926.92,533.85,0.59,7.54,17.13,4.48,8.35,7570.18,31.16,2.32,4.44,,Technology,Information & Communication Technology
JMART,30/09/2020,26237.82,20042.37,3420.78,906.61,8317.18,526.79,0.58,8.09,20.39,6.33,20.00,18428.67,27.07,5.39,3.77,1.28,Technology,Information & Communication Technology
JMT,30/09/2017,5247.91,2922.71,2325.20,379.98,1361.69,396.13,1.06,10.61,18.59,29.09,31.00,11779.27,22.84,5.81,5.45,2.08,Financials,Finance & Securities
JMT,30/09/2018,8363.33,4896.51,3395.56,444.00,1885.83,505.52,0.60,9.77,17.67,26.81,11.20,9945.50,21.00,3.03,3.69,2.90,Financials,Finance & Securities
JMT,30/09/2019,10141.67,6708.39,3395.58,444.00,2550.74,681.36,0.77,9.07,20.07,26.71,20.00,17759.82,28.93,5.57,3.59,3.70,Financials,Finance & Securities
JMT,30/09/2020,14835.77,9773.35,5019.70,445.75,2315.66,716.92,0.81,8.96,22.31,30.96,36.00,35139.29,38.38,7.00,5.63,1.47,Financials,Finance & Securities
KBANK,30/09/2017,2900840.77,2513018.48,348625.13,23932.60,180426.42,34338.25,14.35,1.69,10.24,19.03,232.00,555236.36,14.28,1.62,143.09,1.72,Financials,Banking
KBANK,30/09/2018,3155090.81,2737268.89,376297.55,23932.60,182231.62,38459.12,16.07,1.80,10.61,21.10,185.00,442753.14,11.92,1.19,154.82,2.16,Financials,Banking
KBANK,30/09/2019,3293888.99,2840174.27,406357.62,23932.60,185002.38,38726.74,16.18,1.67,9.90,20.93,151.00,361382.29,9.78,0.90,167.57,2.65,Financials,Banking
KBANK,30/09/2020,3545647.97,3089066.40,408715.95,23693.28,134431.46,16228.74,6.83,1.03,6.18,12.07,113.00,267734.02,10.70,0.66,172.50,4.43,Financials,Banking
KCE,30/09/2017,17850.25,6575.95,11228.69,586.40,14518.92,2544.50,4.34,15.74,23.98,17.53,82.75,48524.34,18.40,4.56,18.14,2.54,Technology,Electronic Components
KCE,30/09/2018,18121.01,6113.90,11950.81,586.40,14348.15,2014.87,1.72,12.19,17.38,14.04,26.25,30785.83,13.79,2.66,9.87,4.19,Technology,Electronic Components
KCE,30/09/2019,16501.00,4739.06,11712.33,586.40,12307.86,934.49,0.80,6.07,7.90,7.59,24.50,28733.44,27.03,2.50,9.81,4.49,Technology,Electronic Components
